month,term,value
2019-07-01,Bees,35.59
2019-08-01,Bees,23.59
2019-09-01,Bees,47.05
2019-10-01,Bees,44.15
2019-11-01,Bees,0.0
2019-12-01,Bees,34.14
2020-01-01,Bees,21.68
2020-02-01,Bees,11.09
2020-03-01,Bees,19.48
2020-04-01,Bees,49.08
2020-05-01,Bees,68.1
2020-06-01,Bees,40.58
2020-07-01,Bees,31.13
2020-08-01,Bees,10.38
2020-09-01,Bees,10.12
2020-10-01,Bees,41.94
2020-11-01,Bees,10.75
2020-12-01,Bees,10.85
2021-01-01,Bees,21.18
2021-02-01,Bees,0.0
2021-03-01,Bees,51.24
2021-04-01,Bees,43.39
2021-05-01,Bees,0.0
2015-01-01,Beirut,0.0
2015-02-01,Beirut,0.0
2015-03-01,Beirut,0.0
2015-04-01,Beirut,0.0
2015-05-01,Beirut,0.0
2015-06-01,Beirut,0.0
2015-07-01,Beirut,0.0
2015-08-01,Beirut,0.0
2015-09-01,Beirut,0.0
2015-10-01,Beirut,0.0
2015-11-01,Beirut,10.83
2015-12-01,Beirut,0.0
2016-01-01,Beirut,0.0
2016-02-01,Beirut,0.0
2016-03-01,Beirut,0.0
2016-04-01,Beirut,0.0
2016-05-01,Beirut,0.0
2016-06-01,Beirut,0.0
2016-07-01,Beirut,0.0
2016-08-01,Beirut,0.0
2016-09-01,Beirut,0.0
2016-10-01,Beirut,0.0
2016-11-01,Beirut,0.0
2016-12-01,Beirut,0.0
2017-01-01,Beirut,3.43
2017-02-01,Beirut,0.0
2017-03-01,Beirut,0.0
2017-04-01,Beirut,0.0
2017-05-01,Beirut,0.0
2017-06-01,Beirut,0.0
2017-07-01,Beirut,0.0
2017-08-01,Beirut,0.0
2017-09-01,Beirut,0.0
2017-10-01,Beirut,3.39
2017-11-01,Beirut,0.0
2017-12-01,Beirut,0.0
2018-01-01,Beirut,0.0
2018-02-01,Beirut,0.0
2018-03-01,Beirut,3.19
2018-04-01,Beirut,0.0
2018-05-01,Beirut,0.0
2018-06-01,Beirut,0.0
2018-07-01,Beirut,0.0
2018-08-01,Beirut,0.0
2018-09-01,Beirut,0.0
2018-10-01,Beirut,0.0
2018-11-01,Beirut,0.0
2018-12-01,Beirut,0.0
2019-01-01,Beirut,0.0
2019-02-01,Beirut,0.0
2019-03-01,Beirut,0.0
2019-04-01,Beirut,0.0
2019-05-01,Beirut,3.05
2019-06-01,Beirut,0.0
2019-07-01,Beirut,0.0
2019-08-01,Beirut,0.0
2019-09-01,Beirut,0.0
2019-10-01,Beirut,0.0
2019-11-01,Beirut,0.0
2019-12-01,Beirut,0.0
2020-01-01,Beirut,0.0
2020-02-01,Beirut,0.0
2020-03-01,Beirut,0.0
2020-04-01,Beirut,0.0
2020-05-01,Beirut,0.0
2020-06-01,Beirut,0.0
2020-07-01,Beirut,0.0
2020-08-01,Beirut,100.0
2020-09-01,Beirut,0.0
2020-10-01,Beirut,2.73
2020-11-01,Beirut,2.8
2020-12-01,Beirut,0.0
2021-01-01,Beirut,0.0
2021-02-01,Beirut,0.0
2021-03-01,Beirut,8.0
2021-04-01,Beirut,0.0
2021-05-01,Beirut,0.0
2015-01-01,Bipolar,34.28
2015-02-01,Bipolar,55.27
2015-03-01,Bipolar,29.28
2015-04-01,Bipolar,43.31
2015-05-01,Bipolar,46.08
2015-06-01,Bipolar,29.96
2015-07-01,Bipolar,50.23
2015-08-01,Bipolar,49.79
2015-09-01,Bipolar,56.59
2015-10-01,Bipolar,69.11
2015-11-01,Bipolar,23.72
2015-12-01,Bipolar,55.46
2016-01-01,Bipolar,32.37
2016-02-01,Bipolar,46.16
2016-03-01,Bipolar,55.75
2016-04-01,Bipolar,28.65
2016-05-01,Bipolar,64.26
2016-06-01,Bipolar,37.74
2016-07-01,Bipolar,56.15
2016-08-01,Bipolar,43.79
2016-09-01,Bipolar,42.61
2016-10-01,Bipolar,44.8
2016-11-01,Bipolar,45.13
2016-12-01,Bipolar,43.62
2017-01-01,Bipolar,30.06
2017-02-01,Bipolar,40.13
2017-03-01,Bipolar,75.68
2017-04-01,Bipolar,38.44
2017-05-01,Bipolar,53.58
2017-06-01,Bipolar,44.7
2017-07-01,Bipolar,60.19
2017-08-01,Bipolar,38.22
2017-09-01,Bipolar,62.35
2017-10-01,Bipolar,74.35
2017-11-01,Bipolar,41.07
2017-12-01,Bipolar,41.67
2018-01-01,Bipolar,45.37
2018-02-01,Bipolar,57.59
2018-03-01,Bipolar,73.34
2018-04-01,Bipolar,50.39
2018-05-01,Bipolar,35.67
2018-06-01,Bipolar,65.13
2018-07-01,Bipolar,42.85
2018-08-01,Bipolar,31.58
2018-09-01,Bipolar,46.42
2018-10-01,Bipolar,48.34
2018-11-01,Bipolar,42.47
2018-12-01,Bipolar,53.78
2019-01-01,Bipolar,34.33
2019-02-01,Bipolar,25.99
2019-03-01,Bipolar,51.07
2019-04-01,Bipolar,49.81
2019-05-01,Bipolar,50.04
2019-06-01,Bipolar,55.63
2019-07-01,Bipolar,47.36
2019-08-01,Bipolar,30.26
2019-09-01,Bipolar,43.59
2019-10-01,Bipolar,37.76
2019-11-01,Bipolar,36.03
2019-12-01,Bipolar,35.69
2020-01-01,Bipolar,34.0
2020-02-01,Bipolar,34.79
2020-03-01,Bipolar,41.65
2020-04-01,Bipolar,30.78
2020-05-01,Bipolar,44.38
2020-06-01,Bipolar,60.74
2020-07-01,Bipolar,56.21
2020-08-01,Bipolar,59.21
2020-09-01,Bipolar,20.2
2020-10-01,Bipolar,38.87
2020-11-01,Bipolar,33.72
2020-12-01,Bipolar,55.69
2021-01-01,Bipolar,48.3
2021-02-01,Bipolar,63.08
2021-03-01,Bipolar,55.52
2021-04-01,Bipolar,40.2
2021-05-01,Bipolar,100.0
2015-01-01,Black Lives Matter,0.0
2015-02-01,Black Lives Matter,0.0
2015-03-01,Black Lives Matter,0.0
2015-04-01,Black Lives Matter,0.0
2015-05-01,Black Lives Matter,0.0
2015-06-01,Black Lives Matter,0.0
2015-07-01,Black Lives Matter,0.0
2015-08-01,Black Lives Matter,0.0
2015-09-01,Black Lives Matter,0.0
2015-10-01,Black Lives Matter,0.0
2015-11-01,Black Lives Matter,0.0
2015-12-01,Black Lives Matter,0.0
2016-01-01,Black Lives Matter,0.0
2016-02-01,Black Lives Matter,0.0
2016-03-01,Black Lives Matter,0.71
2016-04-01,Black Lives Matter,0.0
2016-05-01,Black Lives Matter,0.0
2016-06-01,Black Lives Matter,0.0
2016-07-01,Black Lives Matter,3.08
2016-08-01,Black Lives Matter,0.0
2016-09-01,Black Lives Matter,0.0
2016-10-01,Black Lives Matter,0.0
2016-11-01,Black Lives Matter,0.73
2016-12-01,Black Lives Matter,0.0
2017-01-01,Black Lives Matter,0.67
2017-02-01,Black Lives Matter,0.0
2017-03-01,Black Lives Matter,0.0
2017-04-01,Black Lives Matter,0.0
2017-05-01,Black Lives Matter,0.0
2017-06-01,Black Lives Matter,0.72
2017-07-01,Black Lives Matter,0.0
2017-08-01,Black Lives Matter,1.36
2017-09-01,Black Lives Matter,0.0
2017-10-01,Black Lives Matter,0.0
2017-11-01,Black Lives Matter,0.67
2017-12-01,Black Lives Matter,0.68
2018-01-01,Black Lives Matter,1.24
2018-02-01,Black Lives Matter,0.0
2018-03-01,Black Lives Matter,0.0
2018-04-01,Black Lives Matter,0.0
2018-05-01,Black Lives Matter,0.0
2018-06-01,Black Lives Matter,0.0
2018-07-01,Black Lives Matter,0.0
2018-08-01,Black Lives Matter,0.63
2018-09-01,Black Lives Matter,0.64
2018-10-01,Black Lives Matter,0.0
2018-11-01,Black Lives Matter,0.0
2018-12-01,Black Lives Matter,0.0
2019-01-01,Black Lives Matter,0.0
2019-02-01,Black Lives Matter,0.0
2019-03-01,Black Lives Matter,0.0
2019-04-01,Black Lives Matter,0.0
2019-05-01,Black Lives Matter,0.0
2019-06-01,Black Lives Matter,0.0
2019-07-01,Black Lives Matter,0.0
2019-08-01,Black Lives Matter,0.0
2019-09-01,Black Lives Matter,0.0
2019-10-01,Black Lives Matter,0.0
2019-11-01,Black Lives Matter,0.0
2019-12-01,Black Lives Matter,0.0
2020-01-01,Black Lives Matter,0.0
2020-02-01,Black Lives Matter,0.0
2020-03-01,Black Lives Matter,0.0
2020-04-01,Black Lives Matter,0.0
2020-05-01,Black Lives Matter,15.82
2020-06-01,Black Lives Matter,100.0
2020-07-01,Black Lives Matter,4.75
2020-08-01,Black Lives Matter,4.75
2020-09-01,Black Lives Matter,2.06
2020-10-01,Black Lives Matter,2.13
2020-11-01,Black Lives Matter,1.09
2020-12-01,Black Lives Matter,0.55
2021-01-01,Black Lives Matter,1.61
2021-02-01,Black Lives Matter,1.18
2021-03-01,Black Lives Matter,2.08
2021-04-01,Black Lives Matter,1.1
2021-05-01,Black Lives Matter,0.0
2015-01-01,BPD,25.71
2015-02-01,BPD,18.42
2015-03-01,BPD,25.1
2015-04-01,BPD,17.32
2015-05-01,BPD,41.89
2015-06-01,BPD,25.68
2015-07-01,BPD,25.11
2015-08-01,BPD,49.79
2015-09-01,BPD,40.42
2015-10-01,BPD,38.39
2015-11-01,BPD,71.17
2015-12-01,BPD,47.54
2016-01-01,BPD,16.19
2016-02-01,BPD,16.79
2016-03-01,BPD,31.85
2016-04-01,BPD,16.37
2016-05-01,BPD,16.07
2016-06-01,BPD,16.77
2016-07-01,BPD,17.28
2016-08-01,BPD,35.03
2016-09-01,BPD,25.57
2016-10-01,BPD,32.58
2016-11-01,BPD,24.62
2016-12-01,BPD,39.66
2017-01-01,BPD,37.57
2017-02-01,BPD,40.13
2017-03-01,BPD,28.83
2017-04-01,BPD,30.75
2017-05-01,BPD,38.27
2017-06-01,BPD,48.76
2017-07-01,BPD,24.08
2017-08-01,BPD,22.93
2017-09-01,BPD,15.59
2017-10-01,BPD,44.61
2017-11-01,BPD,52.28
2017-12-01,BPD,30.31
2018-01-01,BPD,6.98
2018-02-01,BPD,38.4
2018-03-01,BPD,48.89
2018-04-01,BPD,57.59
2018-05-01,BPD,28.54
2018-06-01,BPD,36.19
2018-07-01,BPD,35.71
2018-08-01,BPD,49.12
2018-09-01,BPD,42.85
2018-10-01,BPD,27.62
2018-11-01,BPD,56.62
2018-12-01,BPD,35.85
2019-01-01,BPD,48.07
2019-02-01,BPD,44.56
2019-03-01,BPD,40.85
2019-04-01,BPD,7.12
2019-05-01,BPD,60.05
2019-06-01,BPD,55.63
2019-07-01,BPD,47.36
2019-08-01,BPD,40.35
2019-09-01,BPD,53.65
2019-10-01,BPD,50.34
2019-11-01,BPD,32.76
2019-12-01,BPD,25.95
2020-01-01,BPD,61.82
2020-02-01,BPD,25.3
2020-03-01,BPD,49.98
2020-04-01,BPD,39.18
2020-05-01,BPD,55.47
2020-06-01,BPD,75.2
2020-07-01,BPD,23.67
2020-08-01,BPD,59.21
2020-09-01,BPD,51.95
2020-10-01,BPD,53.81
2020-11-01,BPD,55.18
2020-12-01,BPD,30.94
2021-01-01,BPD,42.26
2021-02-01,BPD,46.48
2021-03-01,BPD,70.13
2021-04-01,BPD,55.67
2021-05-01,BPD,100.0
2015-01-01,Breakup,69.25
2015-02-01,Breakup,65.67
2015-03-01,Breakup,55.66
2015-04-01,Breakup,41.17
2015-05-01,Breakup,31.85
2015-06-01,Breakup,61.02
2015-07-01,Breakup,15.91
2015-08-01,Breakup,67.04
2015-09-01,Breakup,73.0
2015-10-01,Breakup,43.79
2015-11-01,Breakup,48.85
2015-12-01,Breakup,75.31
2016-01-01,Breakup,100.0
2016-02-01,Breakup,55.85
2016-03-01,Breakup,26.49
2016-04-01,Breakup,58.36
2016-05-01,Breakup,49.63
2016-06-01,Breakup,63.77
2016-07-01,Breakup,49.27
2016-08-01,Breakup,62.43
2016-09-01,Breakup,85.05
2016-10-01,Breakup,38.71
2016-11-01,Breakup,66.29
2016-12-01,Breakup,49.01
2017-01-01,Breakup,67.85
2017-02-01,Breakup,61.03
2017-03-01,Breakup,68.51
2017-04-01,Breakup,47.5
2017-05-01,Breakup,61.84
2017-06-01,Breakup,61.8
2017-07-01,Breakup,68.66
2017-08-01,Breakup,50.87
2017-09-01,Breakup,48.15
2017-10-01,Breakup,49.47
2017-11-01,Breakup,53.24
2017-12-01,Breakup,75.62
2018-01-01,Breakup,66.35
2018-02-01,Breakup,51.09
2018-03-01,Breakup,39.83
2018-04-01,Breakup,47.9
2018-05-01,Breakup,74.59
2018-06-01,Breakup,65.35
2018-07-01,Breakup,64.49
2018-08-01,Breakup,50.02
2018-09-01,Breakup,54.3
2018-10-01,Breakup,52.51
2018-11-01,Breakup,84.09
2018-12-01,Breakup,40.89
2019-01-01,Breakup,68.53
2019-02-01,Breakup,67.06
2019-03-01,Breakup,61.48
2019-04-01,Breakup,37.2
2019-05-01,Breakup,76.11
2019-06-01,Breakup,59.49
2019-07-01,Breakup,73.95
2019-08-01,Breakup,51.14
2019-09-01,Breakup,82.87
2019-10-01,Breakup,65.8
2019-11-01,Breakup,59.16
2019-12-01,Breakup,83.26
2020-01-01,Breakup,49.94
2020-02-01,Breakup,93.19
2020-03-01,Breakup,63.34
2020-04-01,Breakup,69.16
2020-05-01,Breakup,34.27
2020-06-01,Breakup,63.24
2020-07-01,Breakup,53.43
2020-08-01,Breakup,61.9
2020-09-01,Breakup,65.85
2020-10-01,Breakup,79.57
2020-11-01,Breakup,49.54
2020-12-01,Breakup,61.75
2021-01-01,Breakup,51.65
2021-02-01,Breakup,59.96
2021-03-01,Breakup,66.66
2021-04-01,Breakup,88.19
2021-05-01,Breakup,95.05
2015-01-01,Bulimia,57.9
2015-02-01,Bulimia,31.12
2015-03-01,Bulimia,28.26
2015-04-01,Bulimia,58.52
2015-05-01,Bulimia,28.3
2015-06-01,Bulimia,14.46
2015-07-01,Bulimia,42.42
2015-08-01,Bulimia,56.06
2015-09-01,Bulimia,13.66
2015-10-01,Bulimia,25.94
2015-11-01,Bulimia,26.71
2015-12-01,Bulimia,66.91
2016-01-01,Bulimia,27.34
2016-02-01,Bulimia,42.53
2016-03-01,Bulimia,0.0
2016-04-01,Bulimia,13.83
2016-05-01,Bulimia,40.7
2016-06-01,Bulimia,14.16
2016-07-01,Bulimia,72.95
2016-08-01,Bulimia,14.79
2016-09-01,Bulimia,43.18
2016-10-01,Bulimia,27.52
2016-11-01,Bulimia,41.58
2016-12-01,Bulimia,0.0
2017-01-01,Bulimia,50.77
2017-02-01,Bulimia,27.11
2017-03-01,Bulimia,24.35
2017-04-01,Bulimia,25.97
2017-05-01,Bulimia,64.64
2017-06-01,Bulimia,41.18
2017-07-01,Bulimia,40.67
2017-08-01,Bulimia,38.74
2017-09-01,Bulimia,39.49
2017-10-01,Bulimia,37.67
2017-11-01,Bulimia,50.45
2017-12-01,Bulimia,51.19
2018-01-01,Bulimia,70.74
2018-02-01,Bulimia,0.0
2018-03-01,Bulimia,58.99
2018-04-01,Bulimia,36.48
2018-05-01,Bulimia,48.2
2018-06-01,Bulimia,48.9
2018-07-01,Bulimia,12.06
2018-08-01,Bulimia,35.56
2018-09-01,Bulimia,24.12
2018-10-01,Bulimia,69.98
2018-11-01,Bulimia,23.91
2018-12-01,Bulimia,0.0
2019-01-01,Bulimia,46.39
2019-02-01,Bulimia,87.8
2019-03-01,Bulimia,34.5
2019-04-01,Bulimia,72.12
2019-05-01,Bulimia,67.62
2019-06-01,Bulimia,23.49
2019-07-01,Bulimia,34.28
2019-08-01,Bulimia,11.36
2019-09-01,Bulimia,22.66
2019-10-01,Bulimia,21.26
2019-11-01,Bulimia,22.13
2019-12-01,Bulimia,21.92
2020-01-01,Bulimia,20.88
2020-02-01,Bulimia,85.46
2020-03-01,Bulimia,18.76
2020-04-01,Bulimia,37.81
2020-05-01,Bulimia,56.21
2020-06-01,Bulimia,48.85
2020-07-01,Bulimia,59.96
2020-08-01,Bulimia,100.0
2020-09-01,Bulimia,48.75
2020-10-01,Bulimia,30.3
2020-11-01,Bulimia,51.78
2020-12-01,Bulimia,20.9
2021-01-01,Bulimia,20.39
2021-02-01,Bulimia,22.43
2021-03-01,Bulimia,69.09
2021-04-01,Bulimia,41.79
2021-05-01,Bulimia,0.0
2015-01-01,Cancer,60.59
2015-02-01,Cancer,94.71
2015-03-01,Cancer,37.64
2015-04-01,Cancer,55.66
2015-05-01,Cancer,75.37
2015-06-01,Cancer,44.0
2015-07-01,Cancer,37.66
2015-08-01,Cancer,37.33
2015-09-01,Cancer,62.35
2015-10-01,Cancer,39.48
2015-11-01,Cancer,60.98
2015-12-01,Cancer,50.92
2016-01-01,Cancer,46.81
2016-02-01,Cancer,80.91
2016-03-01,Cancer,71.65
2016-04-01,Cancer,63.13
2016-05-01,Cancer,72.27
2016-06-01,Cancer,37.73
2016-07-01,Cancer,83.27
2016-08-01,Cancer,50.65
2016-09-01,Cancer,43.81
2016-10-01,Cancer,31.41
2016-11-01,Cancer,58.0
2016-12-01,Cancer,35.68
2017-01-01,Cancer,43.46
2017-02-01,Cancer,77.37
2017-03-01,Cancer,37.06
2017-04-01,Cancer,29.64
2017-05-01,Cancer,59.03
2017-06-01,Cancer,52.23
2017-07-01,Cancer,72.21
2017-08-01,Cancer,54.04
2017-09-01,Cancer,85.14
2017-10-01,Cancer,52.56
2017-11-01,Cancer,52.79
2017-12-01,Cancer,48.69
2018-01-01,Cancer,71.77
2018-02-01,Cancer,44.41
2018-03-01,Cancer,35.91
2018-04-01,Cancer,37.01
2018-05-01,Cancer,55.01
2018-06-01,Cancer,55.81
2018-07-01,Cancer,59.66
2018-08-01,Cancer,36.08
2018-09-01,Cancer,36.71
2018-10-01,Cancer,48.82
2018-11-01,Cancer,54.58
2018-12-01,Cancer,59.9
2019-01-01,Cancer,39.72
2019-02-01,Cancer,38.18
2019-03-01,Cancer,56.89
2019-04-01,Cancer,54.88
2019-05-01,Cancer,55.74
2019-06-01,Cancer,67.03
2019-07-01,Cancer,100.0
2019-08-01,Cancer,60.51
2019-09-01,Cancer,94.82
2019-10-01,Cancer,52.57
2019-11-01,Cancer,54.73
2019-12-01,Cancer,58.38
2020-01-01,Cancer,75.48
2020-02-01,Cancer,81.29
2020-03-01,Cancer,67.8
2020-04-01,Cancer,39.57
2020-05-01,Cancer,46.34
2020-06-01,Cancer,52.05
2020-07-01,Cancer,60.84
2020-08-01,Cancer,53.27
2020-09-01,Cancer,22.26
2020-10-01,Cancer,49.95
2020-11-01,Cancer,74.87
2020-12-01,Cancer,55.67
2021-01-01,Cancer,54.32
2021-02-01,Cancer,51.2
2021-03-01,Cancer,45.07
2021-04-01,Cancer,55.65
2021-05-01,Cancer,64.27
2015-01-01,Climate change,#DIV/0!
2015-02-01,Climate change,#DIV/0!
2015-03-01,Climate change,#DIV/0!
2015-04-01,Climate change,#DIV/0!
2015-05-01,Climate change,#DIV/0!
2015-06-01,Climate change,#DIV/0!
2015-07-01,Climate change,#DIV/0!
2015-08-01,Climate change,#DIV/0!
2015-09-01,Climate change,#DIV/0!
2015-10-01,Climate change,#DIV/0!
2015-11-01,Climate change,#DIV/0!
2015-12-01,Climate change,#DIV/0!
2016-01-01,Climate change,#DIV/0!
2016-02-01,Climate change,#DIV/0!
2016-03-01,Climate change,#DIV/0!
2016-04-01,Climate change,#DIV/0!
2016-05-01,Climate change,#DIV/0!
2016-06-01,Climate change,#DIV/0!
2016-07-01,Climate change,#DIV/0!
2016-08-01,Climate change,#DIV/0!
2016-09-01,Climate change,#DIV/0!
2016-10-01,Climate change,#DIV/0!
2016-11-01,Climate change,#DIV/0!
2016-12-01,Climate change,#DIV/0!
2017-01-01,Climate change,#DIV/0!
2017-02-01,Climate change,#DIV/0!
2017-03-01,Climate change,#DIV/0!
2017-04-01,Climate change,#DIV/0!
2017-05-01,Climate change,#DIV/0!
2017-06-01,Climate change,#DIV/0!
2017-07-01,Climate change,#DIV/0!
2017-08-01,Climate change,#DIV/0!
2017-09-01,Climate change,#DIV/0!
2017-10-01,Climate change,#DIV/0!
2017-11-01,Climate change,#DIV/0!
2017-12-01,Climate change,#DIV/0!
2018-01-01,Climate change,#DIV/0!
2018-02-01,Climate change,#DIV/0!
2018-03-01,Climate change,#DIV/0!
2018-04-01,Climate change,#DIV/0!
2018-05-01,Climate change,#DIV/0!
2018-06-01,Climate change,#DIV/0!
2018-07-01,Climate change,#DIV/0!
2018-08-01,Climate change,#DIV/0!
2018-09-01,Climate change,#DIV/0!
2018-10-01,Climate change,#DIV/0!
2018-11-01,Climate change,#DIV/0!
2018-12-01,Climate change,#DIV/0!
2019-01-01,Climate change,#DIV/0!
2019-02-01,Climate change,#DIV/0!
2019-03-01,Climate change,#DIV/0!
2019-04-01,Climate change,#DIV/0!
2019-05-01,Climate change,#DIV/0!
2019-06-01,Climate change,#DIV/0!
2019-07-01,Climate change,#DIV/0!
2019-08-01,Climate change,#DIV/0!
2019-09-01,Climate change,#DIV/0!
2019-10-01,Climate change,#DIV/0!
2019-11-01,Climate change,#DIV/0!
2019-12-01,Climate change,#DIV/0!
2020-01-01,Climate change,#DIV/0!
2020-02-01,Climate change,#DIV/0!
2020-03-01,Climate change,#DIV/0!
2020-04-01,Climate change,#DIV/0!
2020-05-01,Climate change,#DIV/0!
2020-06-01,Climate change,#DIV/0!
2020-07-01,Climate change,#DIV/0!
2020-08-01,Climate change,#DIV/0!
2020-09-01,Climate change,#DIV/0!
2020-10-01,Climate change,#DIV/0!
2020-11-01,Climate change,#DIV/0!
2020-12-01,Climate change,#DIV/0!
2021-01-01,Climate change,#DIV/0!
2021-02-01,Climate change,#DIV/0!
2021-03-01,Climate change,#DIV/0!
2021-04-01,Climate change,#DIV/0!
2021-05-01,Climate change,#DIV/0!
2015-01-01,Coronavirus,0.0
2015-02-01,Coronavirus,0.0
2015-03-01,Coronavirus,0.0
2015-04-01,Coronavirus,0.0
2015-05-01,Coronavirus,0.0
2015-06-01,Coronavirus,0.0
2015-07-01,Coronavirus,0.0
2015-08-01,Coronavirus,0.0
2015-09-01,Coronavirus,0.0
2015-10-01,Coronavirus,0.0
2015-11-01,Coronavirus,0.0
2015-12-01,Coronavirus,0.0
2016-01-01,Coronavirus,0.0
2016-02-01,Coronavirus,0.0
2016-03-01,Coronavirus,0.0
2016-04-01,Coronavirus,0.0
2016-05-01,Coronavirus,0.0
2016-06-01,Coronavirus,0.0
2016-07-01,Coronavirus,0.0
2016-08-01,Coronavirus,0.0
2016-09-01,Coronavirus,0.0
2016-10-01,Coronavirus,0.0
2016-11-01,Coronavirus,0.0
2016-12-01,Coronavirus,0.0
2017-01-01,Coronavirus,0.0
2017-02-01,Coronavirus,0.0
2017-03-01,Coronavirus,0.0
2017-04-01,Coronavirus,0.0
2017-05-01,Coronavirus,0.0
2017-06-01,Coronavirus,0.0
2017-07-01,Coronavirus,0.0
2017-08-01,Coronavirus,0.0
2017-09-01,Coronavirus,0.0
2017-10-01,Coronavirus,0.0
2017-11-01,Coronavirus,0.0
2017-12-01,Coronavirus,0.0
2018-01-01,Coronavirus,0.0
2018-02-01,Coronavirus,0.0
2018-03-01,Coronavirus,0.0
2018-04-01,Coronavirus,0.0
2018-05-01,Coronavirus,0.0
2018-06-01,Coronavirus,0.0
2018-07-01,Coronavirus,0.0
2018-08-01,Coronavirus,0.0
2018-09-01,Coronavirus,0.0
2018-10-01,Coronavirus,0.0
2018-11-01,Coronavirus,0.0
2018-12-01,Coronavirus,0.0
2019-01-01,Coronavirus,0.0
2019-02-01,Coronavirus,0.0
2019-03-01,Coronavirus,0.0
2019-04-01,Coronavirus,0.0
2019-05-01,Coronavirus,0.0
2019-06-01,Coronavirus,0.0
2019-07-01,Coronavirus,0.0
2019-08-01,Coronavirus,0.0
2019-09-01,Coronavirus,0.0
2019-10-01,Coronavirus,0.0
2019-11-01,Coronavirus,0.0
2019-12-01,Coronavirus,0.0
2020-01-01,Coronavirus,1.92
2020-02-01,Coronavirus,5.39
2020-03-01,Coronavirus,100.0
2020-04-01,Coronavirus,67.2
2020-05-01,Coronavirus,16.97
2020-06-01,Coronavirus,15.01
2020-07-01,Coronavirus,12.37
2020-08-01,Coronavirus,8.94
2020-09-01,Coronavirus,10.06
2020-10-01,Coronavirus,6.02
2020-11-01,Coronavirus,4.75
2020-12-01,Coronavirus,7.19
2021-01-01,Coronavirus,7.95
2021-02-01,Coronavirus,2.31
2021-03-01,Coronavirus,2.72
2021-04-01,Coronavirus,5.75
2021-05-01,Coronavirus,7.75
2015-01-01,Depression,73.84
2015-02-01,Depression,67.31
2015-03-01,Depression,70.79
2015-04-01,Depression,70.63
2015-05-01,Depression,63.8
2015-06-01,Depression,63.21
2015-07-01,Depression,71.48
2015-08-01,Depression,69.58
2015-09-01,Depression,85.82
2015-10-01,Depression,71.47
2015-11-01,Depression,72.38
2015-12-01,Depression,71.91
2016-01-01,Depression,72.21
2016-02-01,Depression,52.3
2016-03-01,Depression,72.9
2016-04-01,Depression,72.42
2016-05-01,Depression,59.94
2016-06-01,Depression,64.51
2016-07-01,Depression,59.8
2016-08-01,Depression,59.96
2016-09-01,Depression,71.45
2016-10-01,Depression,65.17
2016-11-01,Depression,73.85
2016-12-01,Depression,76.88
2017-01-01,Depression,65.89
2017-02-01,Depression,77.8
2017-03-01,Depression,74.3
2017-04-01,Depression,91.66
2017-05-01,Depression,74.19
2017-06-01,Depression,59.39
2017-07-01,Depression,77.17
2017-08-01,Depression,82.33
2017-09-01,Depression,85.13
2017-10-01,Depression,94.94
2017-11-01,Depression,78.7
2017-12-01,Depression,82.76
2018-01-01,Depression,81.08
2018-02-01,Depression,89.2
2018-03-01,Depression,87.04
2018-04-01,Depression,80.85
2018-05-01,Depression,82.31
2018-06-01,Depression,92.41
2018-07-01,Depression,82.95
2018-08-01,Depression,67.47
2018-09-01,Depression,76.9
2018-10-01,Depression,85.52
2018-11-01,Depression,86.02
2018-12-01,Depression,76.67
2019-01-01,Depression,95.08
2019-02-01,Depression,90.83
2019-03-01,Depression,94.8
2019-04-01,Depression,84.85
2019-05-01,Depression,73.4
2019-06-01,Depression,73.82
2019-07-01,Depression,71.82
2019-08-01,Depression,79.15
2019-09-01,Depression,76.35
2019-10-01,Depression,81.32
2019-11-01,Depression,87.69
2019-12-01,Depression,87.84
2020-01-01,Depression,83.69
2020-02-01,Depression,97.79
2020-03-01,Depression,70.48
2020-04-01,Depression,92.56
2020-05-01,Depression,88.33
2020-06-01,Depression,85.44
2020-07-01,Depression,86.03
2020-08-01,Depression,81.07
2020-09-01,Depression,89.26
2020-10-01,Depression,79.57
2020-11-01,Depression,87.25
2020-12-01,Depression,89.48
2021-01-01,Depression,92.42
2021-02-01,Depression,85.29
2021-03-01,Depression,79.57
2021-04-01,Depression,95.16
2021-05-01,Depression,100.0
2015-01-01,Eating disorder,8.57
2015-02-01,Eating disorder,6.14
2015-03-01,Eating disorder,19.52
2015-04-01,Eating disorder,23.1
2015-05-01,Eating disorder,19.55
2015-06-01,Eating disorder,11.41
2015-07-01,Eating disorder,25.11
2015-08-01,Eating disorder,8.3
2015-09-01,Eating disorder,16.17
2015-10-01,Eating disorder,17.92
2015-11-01,Eating disorder,23.72
2015-12-01,Eating disorder,26.41
2016-01-01,Eating disorder,16.19
2016-02-01,Eating disorder,25.18
2016-03-01,Eating disorder,2.65
2016-04-01,Eating disorder,8.19
2016-05-01,Eating disorder,13.39
2016-06-01,Eating disorder,11.18
2016-07-01,Eating disorder,5.76
2016-08-01,Eating disorder,11.68
2016-09-01,Eating disorder,8.52
2016-10-01,Eating disorder,13.58
2016-11-01,Eating disorder,21.88
2016-12-01,Eating disorder,5.29
2017-01-01,Eating disorder,12.52
2017-02-01,Eating disorder,16.05
2017-03-01,Eating disorder,12.01
2017-04-01,Eating disorder,20.5
2017-05-01,Eating disorder,20.41
2017-06-01,Eating disorder,13.54
2017-07-01,Eating disorder,10.7
