month,term,value
2019-07-01,Bees,0.79
2019-08-01,Bees,0.52
2019-09-01,Bees,1.04
2019-10-01,Bees,0.97
2019-11-01,Bees,0.0
2019-12-01,Bees,0.75
2020-01-01,Bees,0.48
2020-02-01,Bees,0.24
2020-03-01,Bees,0.43
2020-04-01,Bees,1.08
2020-05-01,Bees,1.5
2020-06-01,Bees,0.9
2020-07-01,Bees,0.69
2020-08-01,Bees,0.23
2020-09-01,Bees,0.22
2020-10-01,Bees,0.93
2020-11-01,Bees,0.24
2020-12-01,Bees,0.24
2021-01-01,Bees,0.47
2021-02-01,Bees,0.0
2021-03-01,Bees,1.13
2021-04-01,Bees,0.96
2021-05-01,Bees,0.0
2015-01-01,Beirut,0.0
2015-02-01,Beirut,0.0
2015-03-01,Beirut,0.0
2015-04-01,Beirut,0.0
2015-05-01,Beirut,0.0
2015-06-01,Beirut,0.0
2015-07-01,Beirut,0.0
2015-08-01,Beirut,0.0
2015-09-01,Beirut,0.0
2015-10-01,Beirut,0.0
2015-11-01,Beirut,0.92
2015-12-01,Beirut,0.0
2016-01-01,Beirut,0.0
2016-02-01,Beirut,0.0
2016-03-01,Beirut,0.0
2016-04-01,Beirut,0.0
2016-05-01,Beirut,0.0
2016-06-01,Beirut,0.0
2016-07-01,Beirut,0.0
2016-08-01,Beirut,0.0
2016-09-01,Beirut,0.0
2016-10-01,Beirut,0.0
2016-11-01,Beirut,0.0
2016-12-01,Beirut,0.0
2017-01-01,Beirut,0.29
2017-02-01,Beirut,0.0
2017-03-01,Beirut,0.0
2017-04-01,Beirut,0.0
2017-05-01,Beirut,0.0
2017-06-01,Beirut,0.0
2017-07-01,Beirut,0.0
2017-08-01,Beirut,0.0
2017-09-01,Beirut,0.0
2017-10-01,Beirut,0.29
2017-11-01,Beirut,0.0
2017-12-01,Beirut,0.0
2018-01-01,Beirut,0.0
2018-02-01,Beirut,0.0
2018-03-01,Beirut,0.27
2018-04-01,Beirut,0.0
2018-05-01,Beirut,0.0
2018-06-01,Beirut,0.0
2018-07-01,Beirut,0.0
2018-08-01,Beirut,0.0
2018-09-01,Beirut,0.0
2018-10-01,Beirut,0.0
2018-11-01,Beirut,0.0
2018-12-01,Beirut,0.0
2019-01-01,Beirut,0.0
2019-02-01,Beirut,0.0
2019-03-01,Beirut,0.0
2019-04-01,Beirut,0.0
2019-05-01,Beirut,0.26
2019-06-01,Beirut,0.0
2019-07-01,Beirut,0.0
2019-08-01,Beirut,0.0
2019-09-01,Beirut,0.0
2019-10-01,Beirut,0.0
2019-11-01,Beirut,0.0
2019-12-01,Beirut,0.0
2020-01-01,Beirut,0.0
2020-02-01,Beirut,0.0
2020-03-01,Beirut,0.0
2020-04-01,Beirut,0.0
2020-05-01,Beirut,0.0
2020-06-01,Beirut,0.0
2020-07-01,Beirut,0.0
2020-08-01,Beirut,8.48
2020-09-01,Beirut,0.0
2020-10-01,Beirut,0.23
2020-11-01,Beirut,0.24
2020-12-01,Beirut,0.0
2021-01-01,Beirut,0.0
2021-02-01,Beirut,0.0
2021-03-01,Beirut,0.68
2021-04-01,Beirut,0.0
2021-05-01,Beirut,0.0
2015-01-01,Bipolar,2.66
2015-02-01,Bipolar,4.28
2015-03-01,Bipolar,2.27
2015-04-01,Bipolar,3.35
2015-05-01,Bipolar,3.57
2015-06-01,Bipolar,2.32
2015-07-01,Bipolar,3.89
2015-08-01,Bipolar,3.86
2015-09-01,Bipolar,4.38
2015-10-01,Bipolar,5.35
2015-11-01,Bipolar,1.84
2015-12-01,Bipolar,4.3
2016-01-01,Bipolar,2.51
2016-02-01,Bipolar,3.58
2016-03-01,Bipolar,4.32
2016-04-01,Bipolar,2.22
2016-05-01,Bipolar,4.98
2016-06-01,Bipolar,2.92
2016-07-01,Bipolar,4.35
2016-08-01,Bipolar,3.39
2016-09-01,Bipolar,3.3
2016-10-01,Bipolar,3.47
2016-11-01,Bipolar,3.5
2016-12-01,Bipolar,3.38
2017-01-01,Bipolar,2.33
2017-02-01,Bipolar,3.11
2017-03-01,Bipolar,5.86
2017-04-01,Bipolar,2.98
2017-05-01,Bipolar,4.15
2017-06-01,Bipolar,3.46
2017-07-01,Bipolar,4.66
2017-08-01,Bipolar,2.96
2017-09-01,Bipolar,4.83
2017-10-01,Bipolar,5.76
2017-11-01,Bipolar,3.18
2017-12-01,Bipolar,3.23
2018-01-01,Bipolar,3.51
2018-02-01,Bipolar,4.46
2018-03-01,Bipolar,5.68
2018-04-01,Bipolar,3.9
2018-05-01,Bipolar,2.76
2018-06-01,Bipolar,5.05
2018-07-01,Bipolar,3.32
2018-08-01,Bipolar,2.45
2018-09-01,Bipolar,3.6
2018-10-01,Bipolar,3.74
2018-11-01,Bipolar,3.29
2018-12-01,Bipolar,4.17
2019-01-01,Bipolar,2.66
2019-02-01,Bipolar,2.01
2019-03-01,Bipolar,3.96
2019-04-01,Bipolar,3.86
2019-05-01,Bipolar,3.88
2019-06-01,Bipolar,4.31
2019-07-01,Bipolar,3.67
2019-08-01,Bipolar,2.34
2019-09-01,Bipolar,3.38
2019-10-01,Bipolar,2.92
2019-11-01,Bipolar,2.79
2019-12-01,Bipolar,2.76
2020-01-01,Bipolar,2.63
2020-02-01,Bipolar,2.69
2020-03-01,Bipolar,3.23
2020-04-01,Bipolar,2.38
2020-05-01,Bipolar,3.44
2020-06-01,Bipolar,4.7
2020-07-01,Bipolar,4.35
2020-08-01,Bipolar,4.59
2020-09-01,Bipolar,1.56
2020-10-01,Bipolar,3.01
2020-11-01,Bipolar,2.61
2020-12-01,Bipolar,4.31
2021-01-01,Bipolar,3.74
2021-02-01,Bipolar,4.89
2021-03-01,Bipolar,4.3
2021-04-01,Bipolar,3.11
2021-05-01,Bipolar,7.75
2015-01-01,Black Lives Matter,0.0
2015-02-01,Black Lives Matter,0.0
2015-03-01,Black Lives Matter,0.0
2015-04-01,Black Lives Matter,0.0
2015-05-01,Black Lives Matter,0.0
2015-06-01,Black Lives Matter,0.0
2015-07-01,Black Lives Matter,0.0
2015-08-01,Black Lives Matter,0.0
2015-09-01,Black Lives Matter,0.0
2015-10-01,Black Lives Matter,0.0
2015-11-01,Black Lives Matter,0.0
2015-12-01,Black Lives Matter,0.0
2016-01-01,Black Lives Matter,0.0
2016-02-01,Black Lives Matter,0.0
2016-03-01,Black Lives Matter,0.31
2016-04-01,Black Lives Matter,0.0
2016-05-01,Black Lives Matter,0.0
2016-06-01,Black Lives Matter,0.0
2016-07-01,Black Lives Matter,1.34
2016-08-01,Black Lives Matter,0.0
2016-09-01,Black Lives Matter,0.0
2016-10-01,Black Lives Matter,0.0
2016-11-01,Black Lives Matter,0.32
2016-12-01,Black Lives Matter,0.0
2017-01-01,Black Lives Matter,0.29
2017-02-01,Black Lives Matter,0.0
2017-03-01,Black Lives Matter,0.0
2017-04-01,Black Lives Matter,0.0
2017-05-01,Black Lives Matter,0.0
2017-06-01,Black Lives Matter,0.31
2017-07-01,Black Lives Matter,0.0
2017-08-01,Black Lives Matter,0.59
2017-09-01,Black Lives Matter,0.0
2017-10-01,Black Lives Matter,0.0
2017-11-01,Black Lives Matter,0.29
2017-12-01,Black Lives Matter,0.29
2018-01-01,Black Lives Matter,0.54
2018-02-01,Black Lives Matter,0.0
2018-03-01,Black Lives Matter,0.0
2018-04-01,Black Lives Matter,0.0
2018-05-01,Black Lives Matter,0.0
2018-06-01,Black Lives Matter,0.0
2018-07-01,Black Lives Matter,0.0
2018-08-01,Black Lives Matter,0.27
2018-09-01,Black Lives Matter,0.28
2018-10-01,Black Lives Matter,0.0
2018-11-01,Black Lives Matter,0.0
2018-12-01,Black Lives Matter,0.0
2019-01-01,Black Lives Matter,0.0
2019-02-01,Black Lives Matter,0.0
2019-03-01,Black Lives Matter,0.0
2019-04-01,Black Lives Matter,0.0
2019-05-01,Black Lives Matter,0.0
2019-06-01,Black Lives Matter,0.0
2019-07-01,Black Lives Matter,0.0
2019-08-01,Black Lives Matter,0.0
2019-09-01,Black Lives Matter,0.0
2019-10-01,Black Lives Matter,0.0
2019-11-01,Black Lives Matter,0.0
2019-12-01,Black Lives Matter,0.0
2020-01-01,Black Lives Matter,0.0
2020-02-01,Black Lives Matter,0.0
2020-03-01,Black Lives Matter,0.0
2020-04-01,Black Lives Matter,0.0
2020-05-01,Black Lives Matter,6.87
2020-06-01,Black Lives Matter,43.46
2020-07-01,Black Lives Matter,2.06
2020-08-01,Black Lives Matter,2.06
2020-09-01,Black Lives Matter,0.89
2020-10-01,Black Lives Matter,0.93
2020-11-01,Black Lives Matter,0.47
2020-12-01,Black Lives Matter,0.24
2021-01-01,Black Lives Matter,0.7
2021-02-01,Black Lives Matter,0.51
2021-03-01,Black Lives Matter,0.91
2021-04-01,Black Lives Matter,0.48
2021-05-01,Black Lives Matter,0.0
2015-01-01,BPD,1.0
2015-02-01,BPD,0.71
2015-03-01,BPD,0.97
2015-04-01,BPD,0.67
2015-05-01,BPD,1.62
2015-06-01,BPD,0.99
2015-07-01,BPD,0.97
2015-08-01,BPD,1.93
2015-09-01,BPD,1.57
2015-10-01,BPD,1.49
2015-11-01,BPD,2.76
2015-12-01,BPD,1.84
2016-01-01,BPD,0.63
2016-02-01,BPD,0.65
2016-03-01,BPD,1.23
2016-04-01,BPD,0.63
2016-05-01,BPD,0.62
2016-06-01,BPD,0.65
2016-07-01,BPD,0.67
2016-08-01,BPD,1.36
2016-09-01,BPD,0.99
2016-10-01,BPD,1.26
2016-11-01,BPD,0.95
2016-12-01,BPD,1.54
2017-01-01,BPD,1.46
2017-02-01,BPD,1.55
2017-03-01,BPD,1.12
2017-04-01,BPD,1.19
2017-05-01,BPD,1.48
2017-06-01,BPD,1.89
2017-07-01,BPD,0.93
2017-08-01,BPD,0.89
2017-09-01,BPD,0.6
2017-10-01,BPD,1.73
2017-11-01,BPD,2.02
2017-12-01,BPD,1.17
2018-01-01,BPD,0.27
2018-02-01,BPD,1.49
2018-03-01,BPD,1.89
2018-04-01,BPD,2.23
2018-05-01,BPD,1.11
2018-06-01,BPD,1.4
2018-07-01,BPD,1.38
2018-08-01,BPD,1.9
2018-09-01,BPD,1.66
2018-10-01,BPD,1.07
2018-11-01,BPD,2.19
2018-12-01,BPD,1.39
2019-01-01,BPD,1.86
2019-02-01,BPD,1.73
2019-03-01,BPD,1.58
2019-04-01,BPD,0.28
2019-05-01,BPD,2.33
2019-06-01,BPD,2.15
2019-07-01,BPD,1.83
2019-08-01,BPD,1.56
2019-09-01,BPD,2.08
2019-10-01,BPD,1.95
2019-11-01,BPD,1.27
2019-12-01,BPD,1.01
2020-01-01,BPD,2.39
2020-02-01,BPD,0.98
2020-03-01,BPD,1.94
2020-04-01,BPD,1.52
2020-05-01,BPD,2.15
2020-06-01,BPD,2.91
2020-07-01,BPD,0.92
2020-08-01,BPD,2.29
2020-09-01,BPD,2.01
2020-10-01,BPD,2.08
2020-11-01,BPD,2.14
2020-12-01,BPD,1.2
2021-01-01,BPD,1.64
2021-02-01,BPD,1.8
2021-03-01,BPD,2.72
2021-04-01,BPD,2.16
2021-05-01,BPD,3.87
2015-01-01,Breakup,5.64
2015-02-01,Breakup,5.35
2015-03-01,Breakup,4.54
2015-04-01,Breakup,3.35
2015-05-01,Breakup,2.6
2015-06-01,Breakup,4.97
2015-07-01,Breakup,1.3
2015-08-01,Breakup,5.46
2015-09-01,Breakup,5.95
2015-10-01,Breakup,3.57
2015-11-01,Breakup,3.98
2015-12-01,Breakup,6.14
2016-01-01,Breakup,8.15
2016-02-01,Breakup,4.55
2016-03-01,Breakup,2.16
2016-04-01,Breakup,4.76
2016-05-01,Breakup,4.04
2016-06-01,Breakup,5.2
2016-07-01,Breakup,4.01
2016-08-01,Breakup,5.09
2016-09-01,Breakup,6.93
2016-10-01,Breakup,3.15
2016-11-01,Breakup,5.4
2016-12-01,Breakup,3.99
2017-01-01,Breakup,5.53
2017-02-01,Breakup,4.97
2017-03-01,Breakup,5.58
2017-04-01,Breakup,3.87
2017-05-01,Breakup,5.04
2017-06-01,Breakup,5.04
2017-07-01,Breakup,5.59
2017-08-01,Breakup,4.14
2017-09-01,Breakup,3.92
2017-10-01,Breakup,4.03
2017-11-01,Breakup,4.34
2017-12-01,Breakup,6.16
2018-01-01,Breakup,5.41
2018-02-01,Breakup,4.16
2018-03-01,Breakup,3.25
2018-04-01,Breakup,3.9
2018-05-01,Breakup,6.08
2018-06-01,Breakup,5.33
2018-07-01,Breakup,5.25
2018-08-01,Breakup,4.08
2018-09-01,Breakup,4.42
2018-10-01,Breakup,4.28
2018-11-01,Breakup,6.85
2018-12-01,Breakup,3.33
2019-01-01,Breakup,5.58
2019-02-01,Breakup,5.46
2019-03-01,Breakup,5.01
2019-04-01,Breakup,3.03
2019-05-01,Breakup,6.2
2019-06-01,Breakup,4.85
2019-07-01,Breakup,6.03
2019-08-01,Breakup,4.17
2019-09-01,Breakup,6.75
2019-10-01,Breakup,5.36
2019-11-01,Breakup,4.82
2019-12-01,Breakup,6.78
2020-01-01,Breakup,4.07
2020-02-01,Breakup,7.59
2020-03-01,Breakup,5.16
2020-04-01,Breakup,5.64
2020-05-01,Breakup,2.79
2020-06-01,Breakup,5.15
2020-07-01,Breakup,4.35
2020-08-01,Breakup,5.04
2020-09-01,Breakup,5.37
2020-10-01,Breakup,6.48
2020-11-01,Breakup,4.04
2020-12-01,Breakup,5.03
2021-01-01,Breakup,4.21
2021-02-01,Breakup,4.89
2021-03-01,Breakup,5.43
2021-04-01,Breakup,7.19
2021-05-01,Breakup,7.75
2015-01-01,Bulimia,1.33
2015-02-01,Bulimia,0.71
2015-03-01,Bulimia,0.65
2015-04-01,Bulimia,1.34
2015-05-01,Bulimia,0.65
2015-06-01,Bulimia,0.33
2015-07-01,Bulimia,0.97
2015-08-01,Bulimia,1.29
2015-09-01,Bulimia,0.31
2015-10-01,Bulimia,0.59
2015-11-01,Bulimia,0.61
2015-12-01,Bulimia,1.53
2016-01-01,Bulimia,0.63
2016-02-01,Bulimia,0.98
2016-03-01,Bulimia,0.0
2016-04-01,Bulimia,0.32
2016-05-01,Bulimia,0.93
2016-06-01,Bulimia,0.32
2016-07-01,Bulimia,1.67
2016-08-01,Bulimia,0.34
2016-09-01,Bulimia,0.99
2016-10-01,Bulimia,0.63
2016-11-01,Bulimia,0.95
2016-12-01,Bulimia,0.0
2017-01-01,Bulimia,1.16
2017-02-01,Bulimia,0.62
2017-03-01,Bulimia,0.56
2017-04-01,Bulimia,0.6
2017-05-01,Bulimia,1.48
2017-06-01,Bulimia,0.94
2017-07-01,Bulimia,0.93
2017-08-01,Bulimia,0.89
2017-09-01,Bulimia,0.91
2017-10-01,Bulimia,0.86
2017-11-01,Bulimia,1.16
2017-12-01,Bulimia,1.17
2018-01-01,Bulimia,1.62
2018-02-01,Bulimia,0.0
2018-03-01,Bulimia,1.35
2018-04-01,Bulimia,0.84
2018-05-01,Bulimia,1.11
2018-06-01,Bulimia,1.12
2018-07-01,Bulimia,0.28
2018-08-01,Bulimia,0.82
2018-09-01,Bulimia,0.55
2018-10-01,Bulimia,1.6
2018-11-01,Bulimia,0.55
2018-12-01,Bulimia,0.0
2019-01-01,Bulimia,1.06
2019-02-01,Bulimia,2.01
2019-03-01,Bulimia,0.79
2019-04-01,Bulimia,1.65
2019-05-01,Bulimia,1.55
2019-06-01,Bulimia,0.54
2019-07-01,Bulimia,0.79
2019-08-01,Bulimia,0.26
2019-09-01,Bulimia,0.52
2019-10-01,Bulimia,0.49
2019-11-01,Bulimia,0.51
2019-12-01,Bulimia,0.5
2020-01-01,Bulimia,0.48
2020-02-01,Bulimia,1.96
2020-03-01,Bulimia,0.43
2020-04-01,Bulimia,0.87
2020-05-01,Bulimia,1.29
2020-06-01,Bulimia,1.12
2020-07-01,Bulimia,1.37
2020-08-01,Bulimia,2.29
2020-09-01,Bulimia,1.12
2020-10-01,Bulimia,0.69
2020-11-01,Bulimia,1.19
2020-12-01,Bulimia,0.48
2021-01-01,Bulimia,0.47
2021-02-01,Bulimia,0.51
2021-03-01,Bulimia,1.58
2021-04-01,Bulimia,0.96
2021-05-01,Bulimia,0.0
2015-01-01,Cancer,3.65
2015-02-01,Cancer,5.71
2015-03-01,Cancer,2.27
2015-04-01,Cancer,3.35
2015-05-01,Cancer,4.54
2015-06-01,Cancer,2.65
2015-07-01,Cancer,2.27
2015-08-01,Cancer,2.25
2015-09-01,Cancer,3.76
2015-10-01,Cancer,2.38
2015-11-01,Cancer,3.67
2015-12-01,Cancer,3.07
2016-01-01,Cancer,2.82
2016-02-01,Cancer,4.88
2016-03-01,Cancer,4.32
2016-04-01,Cancer,3.8
2016-05-01,Cancer,4.36
2016-06-01,Cancer,2.27
2016-07-01,Cancer,5.02
2016-08-01,Cancer,3.05
2016-09-01,Cancer,2.64
2016-10-01,Cancer,1.89
2016-11-01,Cancer,3.5
2016-12-01,Cancer,2.15
2017-01-01,Cancer,2.62
2017-02-01,Cancer,4.66
2017-03-01,Cancer,2.23
2017-04-01,Cancer,1.79
2017-05-01,Cancer,3.56
2017-06-01,Cancer,3.15
2017-07-01,Cancer,4.35
2017-08-01,Cancer,3.26
2017-09-01,Cancer,5.13
2017-10-01,Cancer,3.17
2017-11-01,Cancer,3.18
2017-12-01,Cancer,2.93
2018-01-01,Cancer,4.33
2018-02-01,Cancer,2.68
2018-03-01,Cancer,2.16
2018-04-01,Cancer,2.23
2018-05-01,Cancer,3.32
2018-06-01,Cancer,3.36
2018-07-01,Cancer,3.6
2018-08-01,Cancer,2.17
2018-09-01,Cancer,2.21
2018-10-01,Cancer,2.94
2018-11-01,Cancer,3.29
2018-12-01,Cancer,3.61
2019-01-01,Cancer,2.39
2019-02-01,Cancer,2.3
2019-03-01,Cancer,3.43
2019-04-01,Cancer,3.31
2019-05-01,Cancer,3.36
2019-06-01,Cancer,4.04
2019-07-01,Cancer,6.03
2019-08-01,Cancer,3.65
2019-09-01,Cancer,5.71
2019-10-01,Cancer,3.17
2019-11-01,Cancer,3.3
2019-12-01,Cancer,3.52
2020-01-01,Cancer,4.55
2020-02-01,Cancer,4.9
2020-03-01,Cancer,4.09
2020-04-01,Cancer,2.38
2020-05-01,Cancer,2.79
2020-06-01,Cancer,3.14
2020-07-01,Cancer,3.67
2020-08-01,Cancer,3.21
2020-09-01,Cancer,1.34
2020-10-01,Cancer,3.01
2020-11-01,Cancer,4.51
2020-12-01,Cancer,3.35
2021-01-01,Cancer,3.27
2021-02-01,Cancer,3.09
2021-03-01,Cancer,2.72
2021-04-01,Cancer,3.35
2021-05-01,Cancer,3.87
2015-01-01,Climate change,0.0
2015-02-01,Climate change,0.0
2015-03-01,Climate change,0.0
2015-04-01,Climate change,0.0
2015-05-01,Climate change,0.0
2015-06-01,Climate change,0.0
2015-07-01,Climate change,0.0
2015-08-01,Climate change,0.0
2015-09-01,Climate change,0.0
2015-10-01,Climate change,0.0
2015-11-01,Climate change,0.0
2015-12-01,Climate change,0.0
2016-01-01,Climate change,0.0
2016-02-01,Climate change,0.0
2016-03-01,Climate change,0.0
2016-04-01,Climate change,0.0
2016-05-01,Climate change,0.0
2016-06-01,Climate change,0.0
2016-07-01,Climate change,0.0
2016-08-01,Climate change,0.0
2016-09-01,Climate change,0.0
2016-10-01,Climate change,0.0
2016-11-01,Climate change,0.0
2016-12-01,Climate change,0.0
2017-01-01,Climate change,0.0
2017-02-01,Climate change,0.0
2017-03-01,Climate change,0.0
2017-04-01,Climate change,0.0
2017-05-01,Climate change,0.0
2017-06-01,Climate change,0.0
2017-07-01,Climate change,0.0
2017-08-01,Climate change,0.0
2017-09-01,Climate change,0.0
2017-10-01,Climate change,0.0
2017-11-01,Climate change,0.0
2017-12-01,Climate change,0.0
2018-01-01,Climate change,0.0
2018-02-01,Climate change,0.0
2018-03-01,Climate change,0.0
2018-04-01,Climate change,0.0
2018-05-01,Climate change,0.0
2018-06-01,Climate change,0.0
2018-07-01,Climate change,0.0
2018-08-01,Climate change,0.0
2018-09-01,Climate change,0.0
2018-10-01,Climate change,0.0
2018-11-01,Climate change,0.0
2018-12-01,Climate change,0.0
2019-01-01,Climate change,0.0
2019-02-01,Climate change,0.0
2019-03-01,Climate change,0.0
2019-04-01,Climate change,0.0
2019-05-01,Climate change,0.0
2019-06-01,Climate change,0.0
2019-07-01,Climate change,0.0
2019-08-01,Climate change,0.0
2019-09-01,Climate change,0.0
2019-10-01,Climate change,0.0
2019-11-01,Climate change,0.0
2019-12-01,Climate change,0.0
2020-01-01,Climate change,0.0
2020-02-01,Climate change,0.0
2020-03-01,Climate change,0.0
2020-04-01,Climate change,0.0
2020-05-01,Climate change,0.0
2020-06-01,Climate change,0.0
2020-07-01,Climate change,0.0
2020-08-01,Climate change,0.0
2020-09-01,Climate change,0.0
2020-10-01,Climate change,0.0
2020-11-01,Climate change,0.0
2020-12-01,Climate change,0.0
2021-01-01,Climate change,0.0
2021-02-01,Climate change,0.0
2021-03-01,Climate change,0.0
2021-04-01,Climate change,0.0
2021-05-01,Climate change,0.0
2015-01-01,Coronavirus,0.0
2015-02-01,Coronavirus,0.0
2015-03-01,Coronavirus,0.0
2015-04-01,Coronavirus,0.0
2015-05-01,Coronavirus,0.0
2015-06-01,Coronavirus,0.0
2015-07-01,Coronavirus,0.0
2015-08-01,Coronavirus,0.0
2015-09-01,Coronavirus,0.0
2015-10-01,Coronavirus,0.0
2015-11-01,Coronavirus,0.0
2015-12-01,Coronavirus,0.0
2016-01-01,Coronavirus,0.0
2016-02-01,Coronavirus,0.0
2016-03-01,Coronavirus,0.0
2016-04-01,Coronavirus,0.0
2016-05-01,Coronavirus,0.0
2016-06-01,Coronavirus,0.0
2016-07-01,Coronavirus,0.0
2016-08-01,Coronavirus,0.0
2016-09-01,Coronavirus,0.0
2016-10-01,Coronavirus,0.0
2016-11-01,Coronavirus,0.0
2016-12-01,Coronavirus,0.0
2017-01-01,Coronavirus,0.0
2017-02-01,Coronavirus,0.0
2017-03-01,Coronavirus,0.0
2017-04-01,Coronavirus,0.0
2017-05-01,Coronavirus,0.0
2017-06-01,Coronavirus,0.0
2017-07-01,Coronavirus,0.0
2017-08-01,Coronavirus,0.0
2017-09-01,Coronavirus,0.0
2017-10-01,Coronavirus,0.0
2017-11-01,Coronavirus,0.0
2017-12-01,Coronavirus,0.0
2018-01-01,Coronavirus,0.0
2018-02-01,Coronavirus,0.0
2018-03-01,Coronavirus,0.0
2018-04-01,Coronavirus,0.0
2018-05-01,Coronavirus,0.0
2018-06-01,Coronavirus,0.0
2018-07-01,Coronavirus,0.0
2018-08-01,Coronavirus,0.0
2018-09-01,Coronavirus,0.0
2018-10-01,Coronavirus,0.0
2018-11-01,Coronavirus,0.0
2018-12-01,Coronavirus,0.0
2019-01-01,Coronavirus,0.0
2019-02-01,Coronavirus,0.0
2019-03-01,Coronavirus,0.0
2019-04-01,Coronavirus,0.0
2019-05-01,Coronavirus,0.0
2019-06-01,Coronavirus,0.0
2019-07-01,Coronavirus,0.0
2019-08-01,Coronavirus,0.0
2019-09-01,Coronavirus,0.0
2019-10-01,Coronavirus,0.0
2019-11-01,Coronavirus,0.0
2019-12-01,Coronavirus,0.0
2020-01-01,Coronavirus,1.92
2020-02-01,Coronavirus,5.39
2020-03-01,Coronavirus,100.0
2020-04-01,Coronavirus,67.2
2020-05-01,Coronavirus,16.97
2020-06-01,Coronavirus,15.01
2020-07-01,Coronavirus,12.37
2020-08-01,Coronavirus,8.94
2020-09-01,Coronavirus,10.06
2020-10-01,Coronavirus,6.02
2020-11-01,Coronavirus,4.75
2020-12-01,Coronavirus,7.19
2021-01-01,Coronavirus,7.95
2021-02-01,Coronavirus,2.31
2021-03-01,Coronavirus,2.72
2021-04-01,Coronavirus,5.75
2021-05-01,Coronavirus,7.75
2015-01-01,Depression,37.18
2015-02-01,Depression,33.89
2015-03-01,Depression,35.64
2015-04-01,Depression,35.56
2015-05-01,Depression,32.12
2015-06-01,Depression,31.82
2015-07-01,Depression,35.99
2015-08-01,Depression,35.03
2015-09-01,Depression,43.21
2015-10-01,Depression,35.98
2015-11-01,Depression,36.44
2015-12-01,Depression,36.21
2016-01-01,Depression,36.36
2016-02-01,Depression,26.33
2016-03-01,Depression,36.7
2016-04-01,Depression,36.46
2016-05-01,Depression,30.18
2016-06-01,Depression,32.48
2016-07-01,Depression,30.11
2016-08-01,Depression,30.19
2016-09-01,Depression,35.97
2016-10-01,Depression,32.81
2016-11-01,Depression,37.18
2016-12-01,Depression,38.71
2017-01-01,Depression,33.18
2017-02-01,Depression,39.17
2017-03-01,Depression,37.41
2017-04-01,Depression,46.15
2017-05-01,Depression,37.35
2017-06-01,Depression,29.9
2017-07-01,Depression,38.85
2017-08-01,Depression,41.45
2017-09-01,Depression,42.86
2017-10-01,Depression,47.8
2017-11-01,Depression,39.62
2017-12-01,Depression,41.67
2018-01-01,Depression,40.82
2018-02-01,Depression,44.91
2018-03-01,Depression,43.82
2018-04-01,Depression,40.7
2018-05-01,Depression,41.44
2018-06-01,Depression,46.53
2018-07-01,Depression,41.76
2018-08-01,Depression,33.97
2018-09-01,Depression,38.72
2018-10-01,Depression,43.06
2018-11-01,Depression,43.31
2018-12-01,Depression,38.6
2019-01-01,Depression,47.87
2019-02-01,Depression,45.73
2019-03-01,Depression,47.73
2019-04-01,Depression,42.72
2019-05-01,Depression,36.95
2019-06-01,Depression,37.16
2019-07-01,Depression,36.16
2019-08-01,Depression,39.85
2019-09-01,Depression,38.44
2019-10-01,Depression,40.94
2019-11-01,Depression,44.15
2019-12-01,Depression,44.23
2020-01-01,Depression,42.13
2020-02-01,Depression,49.24
2020-03-01,Depression,35.48
2020-04-01,Depression,46.6
2020-05-01,Depression,44.47
2020-06-01,Depression,43.02
2020-07-01,Depression,43.31
2020-08-01,Depression,40.81
2020-09-01,Depression,44.94
2020-10-01,Depression,40.06
2020-11-01,Depression,43.93
2020-12-01,Depression,45.05
2021-01-01,Depression,46.53
2021-02-01,Depression,42.94
2021-03-01,Depression,40.06
2021-04-01,Depression,47.91
2021-05-01,Depression,50.35
2015-01-01,Eating disorder,1.0
2015-02-01,Eating disorder,0.71
2015-03-01,Eating disorder,2.27
2015-04-01,Eating disorder,2.68
2015-05-01,Eating disorder,2.27
2015-06-01,Eating disorder,1.33
2015-07-01,Eating disorder,2.92
2015-08-01,Eating disorder,0.96
2015-09-01,Eating disorder,1.88
2015-10-01,Eating disorder,2.08
2015-11-01,Eating disorder,2.76
2015-12-01,Eating disorder,3.07
2016-01-01,Eating disorder,1.88
2016-02-01,Eating disorder,2.93
2016-03-01,Eating disorder,0.31
2016-04-01,Eating disorder,0.95
2016-05-01,Eating disorder,1.56
2016-06-01,Eating disorder,1.3
2016-07-01,Eating disorder,0.67
2016-08-01,Eating disorder,1.36
2016-09-01,Eating disorder,0.99
2016-10-01,Eating disorder,1.58
2016-11-01,Eating disorder,2.54
2016-12-01,Eating disorder,0.61
2017-01-01,Eating disorder,1.46
2017-02-01,Eating disorder,1.87
2017-03-01,Eating disorder,1.4
2017-04-01,Eating disorder,2.38
2017-05-01,Eating disorder,2.37
2017-06-01,Eating disorder,1.57
2017-07-01,Eating disorder,1.24
2017-08-01,Eating disorder,1.48
2017-09-01,Eating disorder,0.6
2017-10-01,Eating disorder,2.88
2017-11-01,Eating disorder,1.45
2017-12-01,Eating disorder,2.05
2018-01-01,Eating disorder,2.43
2018-02-01,Eating disorder,1.19
2018-03-01,Eating disorder,1.62
2018-04-01,Eating disorder,2.79
2018-05-01,Eating disorder,1.66
2018-06-01,Eating disorder,2.8
2018-07-01,Eating disorder,1.94
2018-08-01,Eating disorder,1.9
2018-09-01,Eating disorder,1.11
2018-10-01,Eating disorder,1.87
2018-11-01,Eating disorder,1.64
2018-12-01,Eating disorder,1.67
